word,ipa
অবিশ্বাস্যভাবে,ɔbiʃʃɐʃʃobʱɐbe
অবিশ্বাস্য।,ɔbiʃʃɐʃʃo।
অবিশ্বাসের,ɔbiʃʃɐʃeɾ
অবিশ্বাস,ɔbiʃʃɐʃ
অবিভক্ত,ɔbibʱɔkt̪o
অবিবেচক,ɔbibecɔk
অবিবাহিত,ɔbibɐhit̪o
অবিচ্ছেদ্য,ɔbiccʰed̪d̪o
অবিচারের,ɔbicɐɾeɾ
অবিক্রিত,ɔbikɾit̪o
অবাস্তব।,ɔbɐst̪ob।
অবাস্তব,ɔbɐst̪ob
অবারিত,ɔbɐɾit̪ɔ
অবার,ɔbɐɾ
অবান্তর,ɔbɐnt̪ɔɾ
অবহেলিত।,ɔbohelit̪o।
অবহিতকরণ,ɔbohit̪kɔɾon
অবস্থায়ই,ɔbost̪ʰɐʲi
অবস্থানে।,ɔbost̪ʰɐne।
অবস্থানসহ,ɔbost̪ʰɐnʃɔho
অবস্থানকে,ɔbost̪ʰɐnke
অবস্থানই,ɔbost̪ʰɐni
অবস্থাতে,ɔbost̪ʰɐt̪e
অবসাদের,ɔboʃɐd̪eɾ
অবশিষ্টাংশ,ɔboʃiʃtɐŋʃo
অবলীলায়,ɔbolilɐʲ
অবলম্বনে,ɔbolɔmbone
অবলম্বন।,ɔbolɔmbon।
"অবরোধ,","ɔboɾod̪ʱ,"
অবরাধ,ɔboɾɐd̪ʱ
অবমুক্ত,ɔbomukt̪o
অবমাননাকর,ɔbomɐnnɐkɔɾ
অববাহিকাভিত্তিক,ɔbobɐhikɐbʱit̪t̪ik
অববাহিকাও,ɔbobɐhikɐ͡o̯
অববাহিকা।,ɔbobɐhikɐ।
অবনী,ɔboni
অবনতিসহ,ɔbont̪iʃɔho
অবধারিতভাবে,ɔbod̪ʱɐɾit̪ɔbʱɐbe
অবদানের,ɔbod̪ɐneɾ
অবদানমূলক,ɔbod̪ɐnmulok
অবতীর্ণ,ɔbot̪iɾno
অবতরণের,ɔbot̪ɔɾɔneɾ
অবতরণ,ɔbot̪ɔɾɔn
অবজারভেশন,ɔboɟɐɾbʱeʃon
অবজারভেটরির,ɔboɟɐɾbʱetoɾiɾ
অবক্ষয়বিষয়ক,ɔbokkʰɔʲbiʃɔʲok
অবক্ষয়গুলো,ɔbokkʰɔʲgulo
অবকাশযাপন,ɔbokɐʃɟɐpon
অবকাশকালীন,ɔbokɐʃkɐlin
অবকাঠামোতে,ɔbokɐtʰɐmot̪e
অবকাঠামো।,ɔbokɐtʰɐmo।
অফুরন্ত,ɔpʰuɾont̪o
অফিসিয়ালি,ɔpʰisiʲɐli
অফিসার্স,ɔpʰisɐɾs
অফিসারের।,ɔpʰisɐɾeɾ।
অফিসটি,ɔpʰisti
অফিসগুলোতে,ɔpʰiʃgulot̪e
অফিসগুলো,ɔpʰiʃgulo
অফিসগামী,ɔpʰiʃgɐmi
"অফিস-আদালত,","ɔpʰiʃɔ-ɐd̪ɐlɔt̪o,"
অফিস-আদালত,ɔpʰiʃɔ-ɐd̪ɐlɔt̪o
অফিস-আওয়ারে,ɔpʰis-ɐ͡o̯ʷɐɾe
অফিকের,ɔpʰikeɾ
অফারিং,ɔpʰɐɾiŋ
অফার।,ɔpʰɐɾ।
অফশোর,ɔpʰoʃoɾ
অফলাইন,ɔpʰɔlɐ͡i̯n
অফ-স্পিনার।,ɔpʰɔ-spinɐɾ।
অপ্রাসঙ্গিক,ɔpɾɐʃoŋgik
অপ্রাপ্ত,ɔpɾɐpt̪o
অপ্রস্তুতও,ɔpɾost̪ut̪o
অপ্রথাগত,ɔpɾot̪ʰɐgɔt̪o
অপ্রত্যাশিত,ɔpɾot̪t̪ɐʃit̪ɔ
অপ্রতুলতার,ɔpɾot̪ulɔt̪ɐɾ
অপ্রতুলতাও,ɔpɾot̪ulɔt̪ɐ͡o̯
অপ্রতিদ্বন্দ্বী।,ɔpɾot̪id̪d̪ɔnd̪o͡i̯।
অপ্রকাশের,ɔpɾokɐʃeɾ
অপো,ɔpo
অপেক্ষায়!,ɔpekkʰɐʲ!
অপেক্ষারত,ɔpekkʰɐɾot̪o
অপেক্ষার,ɔpekkʰɐɾ
অপেক্ষমান,ɔpekkʰomɐn
অপেক্ষমাণ,ɔpekkʰomɐn
অপূর্বের,ɔpuɾbeɾ
অপূর্ণ,ɔpuɾno
অপূরণীয়।,ɔpuɾoniʲo।
অপুষ্টির,ɔpuʃtiɾ
অপুষ্টিজনিত,ɔpuʃtiɟonit̪o
অপারেশনে,ɔpɐɾeʃone
অপারেশনাল,ɔpɐɾeʃonɐl
অপারেশনটির,ɔpɐɾeʃontiɾ
অপারেশন।,ɔpɐɾeʃon।
অপারেটরের,ɔpɐɾetɾeɾ
অপারেটরদের,ɔpɐɾetɾɔd̪eɾ
অপারেটরটি,ɔpɐɾetoɾti
অপারেটর।,ɔpɐɾetoɾ।
অপারেটর,ɔpɐɾetoɾ
অপারগতা।,ɔpɐɾgɔt̪ɐ।
অপারগ,ɔpɐɾg
অপাটেরদের,ɔpɐteɾd̪eɾ
অপহৃতের,ɔpopɾit̪eɾ
অপহৃতা,ɔpohɾit̪ɐ
অপহৃতরা,ɔpohɾit̪ɔɾɐ
অপহৃতদের,ɔpohɾit̪od̪eɾ
অপহৃতকে,ɔpohɾit̪ke
অপহরণকে,ɔpohɔɾonke
অপহরণকারীরা।,ɔpohɔɾonkɐɾiɾɐ।
অপহরণকারীকে,ɔpohɔɾonkɐɾike
অপহƒত,ɔpɔhɔt̪o
অপশাসনের,ɔpoʃɐʃoneɾ
অপশন,ɔpɔʃon
অপশক্তির,ɔpoʃokt̪iɾ
অপলক,ɔpɔlok
অপর্যাপ্ততাসহ,ɔpoɾɟɐpt̪ot̪ɐʃɔho
অপরেশন,ɔpɔɾeʃon
অপরেরটা,ɔpoɾeɾtɐ
অপরে।,ɔpɔɾe।
অপরিহার্য।,ɔpoɾihɐɾɟo।
অপরিসীম।,ɔpoɾiʃim।
অপরিষ্কার,ɔpoɾiʃkɐɾ
অপরিবর্তিত,ɔpoɾibɔɾt̪it̪o
অপরিবর্তনীয়,ɔpoɾibɔɾt̪oniʲo
অপরিণত,ɔpoɾinot̪
অপরিচ্ছন্ন,ɔpoɾiccʰɔnno
অপরাপর,ɔpɔɾɐpoɾ
অপরাধীর,ɔpoɾɐd̪ʱiɾ
অপরাধী।,ɔpoɾɐd̪ʱi।
অপরাধী-দুর্নীতিবাজ,ɔpoɾɐd̪ʱi-d̪uɾnit̪ibɐɟ
অপরাধসহ,ɔpoɾɐd̪ʱʃɔho
অপরাধমুক্ত,ɔpoɾɐd̪ʱmukt̪o
অপরাধতত্ত্ব,ɔpoɾɐd̪ʱt̪ɔt̪t̪o
অপরাধটি,ɔpoɾɐd̪ʱti
অপরাধকর্মে,ɔpoɾɐd̪ʱkɔɾme
অপরাজেয়,ɔpɔɾɐɟeʲo
অপরাজিতা,ɔpɔɾɐɟit̪ɐ
অপরাজনীতির,ɔpɔɾɐɟnit̪iɾ
অপরাগতা।,ɔpɔɾɐgɔt̪ɐ।
অপরদের,ɔpɔɾd̪eɾ
অপরদিক,ɔpɔɾd̪ik
অপরটি,ɔpɔɾti
অপরজনের,ɔpɔɾɟɔneɾ
অপরজনকে,ɔpɔɾɟɔnke
অপমৃত্যুর,ɔpomɾit̪t̪uɾ
অপমানে,ɔpomɐne
অপমান।,ɔpomɐn।
অপমান,ɔpomɐn
অপব্যাখ্যা,ɔpobɛkkʰɐ
অপব্যবহারের,ɔpobɛbohɐɾeɾ
অপব্যবহারে,ɔpobɛbohɐɾe
অপবাদ,ɔpobɐd̪
অপপ্রচার,ɔpopɾocɐɾ
অপতৎপরতার,ɔpot̪ɔt̪pɔɾot̪ɐɾ
অপটিক,ɔpotik
অপচয়ের,ɔpɔcɔʲeɾ
অপচয়,ɔpɔcɔʲ
অপচেষ্টায়,ɔpoceʃtɐʲ
অপচেষ্টার,ɔpoceʃtɐɾ
অপকর্মের,ɔpokɔɾmeɾ
অপকর্মে,ɔpokɔɾme
অন্যায়।,ɔnnɐʲ।
অন্যায়-অবিচার,ɔnnɐʲ-ɔbicɐɾ
অন্যায়-অত্যাচার,ɔnnɐʲ-ot̪t̪ɐcɐɾ
অন্যারা,ɔnnɐɾɐ
অন্যায্য,ɔnnɐɟɟo
অন্যান্যের,ɔnnɐnneɾ
অন্যান্যভাবে,ɔnnɐnnobʱɐbe
অন্যরা।,ɔnnoɾɐ।
অন্যবারের,ɔnnobɐɾeɾ
অন্যপক্ষ,ɔnnopokkʰo
অন্যন,ɔnnon
অন্যদেরও,ɔnnod̪eɾo
অন্যটি,ɔnnoti
অন্যজনের,ɔnnoɟɔneɾ
অন্যজন।,ɔnnoɟɔn।
অন্যকিছু,ɔnnokicʰu
অন্বেষার,ɔnneʃɐɾ
অন্ধপল্লীর,ɔnd̪ʱopɔlliɾ
অন্ধত্ব,ɔnd̪ʱot̪t̪o
অন্ধকার,ɔnd̪ʱokɐɾ
অন্ধ,ɔnd̪ʱo
অন্ত্যেষ্টিক্রিয়া,ɔnt̪eʃtikɾiʲɐ
অন্তহীন,ɔnt̪ohin
অন্তর্লোক,ɔnt̪oɾle͡ɐ̯k
অন্তর্ভূক্ত,ɔnt̪oɾbʱukt̪o
অন্তর্ভুক্তি,ɔnt̪oɾbʱukt̪i
অন্তর্ভুক্তকরণে,ɔnt̪oɾbʱukt̪okɔɾone
অন্তর্বর্তী,ɔnt̪oɾbɔɾt̪i
অন্তর্দ্বন্দ্বের,ɔnt̪ɔɾd̪ond̪eɾ
অন্তর্ঘাতী,ɔnt̪oɾgʱɐt̪i
অন্তর্কোন্দলের,ɔnt̪ɔɾkɐnd̪oleɾ
অন্তরীক্ষে,ɔnt̪oɾikkʰe
অন্তরায়।,ɔnt̪ɔɾɐʲ।
অন্তরালে।,ɔnt̪ɔɾɐle।
অন্তরালে,ɔnt̪ɔɾɐle
অন্তরায়,ɔnt̪ɔɾɐʲ
অন্তবর্তীকালীন,ɔnt̪obɔɾt̪ikɐlin
অন্তঃসত্ত্বা।,ɔnt̪oʃɔt̪t̪ɐ।
অনৈতিকভাবে,ɔno͡i̯t̪ikbʱɐbe
অনৈক্যের,ɔno͡i̯kkeɾ
"অনৈক্য,","ɔno͡i̯kko,"
অনেক্ষণ,ɔnekkʰon
অনেকাংশ,ɔnekɐŋʃo
অনেকবারই,ɔnekbɐɾi
অনেকটা।,ɔnektɐ।
অনেকগুলি,ɔnekguli
অনেকখানি,ɔnekkʰɐni
অনূর্ধ্ব,ɔnuɾd̪ʱo
অনূপ,ɔnup
অনূকূলে।,ɔnukule।
অনুৎপাদনশীল,onut̪pɐd̪onʃil
অনুসারেই,onuʃɐɾe͡i̯
অনুসারীদের,onuʃɐɾid̪eɾ
অনুসারিরা,onuʃɐɾiɾɐ
অনুসন্ধানের,onuʃɔnd̪ʱɐneɾ
অনুসন্ধানভিত্তিক,onuʃɔnd̪ʱɐnbʱit̪t̪ik
অনুসন্ধানকালে,onuʃɔnd̪ʱɐnkɐle
অনুষ্ঠানিকভাবে,onuʃtʰɐnikbʱɐbe
অনুষ্ঠানর,onuʃtʰɐnɔɾ
অনুষ্ঠানটিতে,onuʃtʰɐntit̪e
অনুষ্ঠানটি।,onuʃtʰɐnti।
অনুষদ,onuʃd̪
অনুশীলনে।,onuʃilone।
অনুশাসনের,onuʃɐʃoneɾ
অনুলিপি,onulipi
অনুরোধের,onuɾod̪ʱeɾ
অনুরোধেও,onuɾod̪ʱe͡o̯
অনুরোধেই,onuɾod̪ʱe͡i̯
অনুরোধই,onuɾod̪ʱi
অনুরোধ-,onuɾod̪ʱ-
অনুরূপভাবে,onuɾupobʱɐbe
অনুরাগের,onuɾɐgeɾ
অনুরাগীদের,onuɾɐgid̪eɾ
অনুযায়ীই,onuɟɐʲi͡i̯
অনুযায়ী।,onuɟɐʲi।
অনুযায়ী,onuɟɐʲi
অনুমোদনহীন,onumod̪onhin
অনুমোদনও,onumod̪ono
অনুমিতভাবেই,onumit̪obʱɐbe͡i̯
অনুমানে,onumɐne
অনুমানকে,onumɐnke
অনুমতিসাপেক্ষে,onumot̪iʃɐpekkʰe
অনুমতির,onumot̪iɾ
অনুমতিপত্র,onumot̪ipɔt̪ɾo
অনুমতিও,onumot̪i͡o̯
অনুভূতির,onubʱut̪iɾ
অনুফা,onupʰɐ
অনুপ্রেরণাদায়ক,ɔnuppeɾonɐd̪ɐʲok
অনুপ্রেরণা।,ɔnuppeɾonɐ।
অনুপ্রেরণা,ɔnuppeɾonɐ
অনুপ্রাণিত,ɔnupɾɐnit̪o
অনুপাতে,ɔnupɐt̪e
অনুপস্থিতে,ɔnupost̪ʰit̪e
অনুপযোগী।,ɔnupɟogi।
অনুপ,ɔnup
অনুধাবনের,onud̪ʱɐboneɾ
অনুদানে,onud̪ɐne
অনুঘটক,onugʱɔtok
অনুগত,onugɔt̪o
অনুকূলে।,onukule।
অনুকূল,onukulo
অনুকম্পার,onukɔmpɐɾ
অনু,onu
অনীহাও,onihɐ͡o̯
অনিয়মিতভাবে,ɔniʲomit̪obʱɐbe
অনিয়মিত,ɔniʲomit̪o
"অনিয়ম,","ɔniʲom,"
অনিয়ন্ত্রিতভাবে,ɔniʲont̪ɾit̪obʱɐbe
অনিষ্পন্ন,ɔniʃponno
অনিশ্চয়তার,ɔniʃcɔʲt̪ɐɾ
অনির্দিষ্টকাল,ɔniɾd̪iʃtokɐl
অনিমেষ,ɔnimeʃ
অনিবার্য-,ɔnibɐɾɟo-
অনিবার্য,ɔnibɐɾɟo
"অনিচ্ছুক,","ɔniccʰuk,"
"অনিক,","ɔnik,"
অনি,oni
অনাহারেও,ɔnɐhɐɾe͡o̯
অনার্সের,ɔnɐɾseɾ
অনার্স-স্নাতক,ɔnɐɾs-snɐt̪ɔk
অনার্স-মাস্টার্স,ɔnɐɾs-mɐstɐɾs
অনারব,ɔnɐɾbo
অনাবাদি,ɔnɐbɐd̪i
অনানুষ্ঠানিক,ɔnɐnuʃtʰɐnik
অনাদায়ে,ɔnɐd̪ɐʲe
অনাথ,ɔnɐt̪ʰ
অনাগত,ɔnɐgɔt̪o
অনাকাক্সিক্ষত।,ɔnɐkɐksikkʰot̪o।
অনাকাক্ষিত,ɔnɐkɐkkʰit̪o
অনস্বীকার্য।,ɔnɔʃikɐɾɟo।
অনশনস্থলে,ɔnʃonɔst̪ʰɔle
অনলাইনের,ɔnɔlɐ͡i̯neɾ
অনলাইনেই,ɔnɔlɐ͡i̯ne͡i̯
অনলাইননির্ভর,ɔnɔlɐ͡i̯nniɾbʱɔɾ
অনলাইনগুলো,ɔnɔlɐ͡i̯ngule͡ɐ̯
অনভ্যস্ত,ɔnobbʱost̪o
অনভিপ্রেত।,ɔnobʱipɾet̪।
অনবদ্য,ɔnɔbod̪d̪ʱo
অনন্যা,ɔnonnɐ
অনন্তকালের,ɔnɔnt̪okɐleɾ
অননুমোদিত,ɔnonumod̪it̪o
অনধিক,ɔnod̪ʱik
অনদিকে,ɔnod̪ike
অনতিবিলম্বে,ɔnot̪ibilɔmbe
অনটনের,ɔntoneɾ
অধ্যয়নরত।,od̪d̪ʱoʲonoɾɔt̪o।
অধ্যয়ন,od̪d̪ʱoʲon
অধ্যুষিত,od̪d̪ʱuʃit̪o
অধ্যায়,od̪d̪ʱɐʲ
অধ্যাপনায়,od̪d̪ʱɐpɔnɐʲ
অধ্যাপকরা,od̪d̪ʱɐpɔkɾɐ
অধ্যাপককে।,od̪d̪ʱɐpɔkke।
অধ্যাপক।,od̪d̪ʱɐpok।
"অধ্যবসায়,","od̪d̪ʱobʃɐʲ,"
অধ্যক্ষকে,od̪d̪ʱokke
অধ্যক্ষ/উপাধ্যক্ষ,od̪d̪ʱokkʰo͡u̯p/ɐdd̪ʱokkʰo
অধীনেই।,od̪ʱine͡i̯।
অধীনে।,od̪ʱine।
অধীনস্থদের,od̪ʱinɔst̪ʰod̪eɾ
অধীনস্ত,od̪ʱinɔst̪o
অধিষ্ঠিত,od̪ʱiʃtʰit̪o
অধিষ্ঠাত্রী,od̪ʱiʃtʰɐt̪ɾi
অধিবেশনগুলো,od̪ʱibeʃongulo
অধিবাসীদের,od̪ʱibɐʃid̪eɾ
অধিবাস,od̪ʱibɐʃ
অধিনায়কেরও,od̪ʱinɐʲokeɾo
অধিনায়কের।,od̪ʱinɐʲokeɾ।
অধিনায়কত্ব,od̪ʱinɐʲokɔt̪t̪o
অধিনায়কও,od̪ʱinɐʲoko
অধিদফতরের।,od̪ʱid̪ɔpʰt̪ɔɾeɾ।
অধিদফতরকে,od̪ʱid̪ɔpʰt̪ɔɾke
অধিদফতর।,od̪ʱid̪ɔpʰt̪ɔɾ।
অধিদতফরের,od̪ʱid̪ɔt̪pʰɔɾeɾ
অধিকারকর্মীরা,od̪ʱikɐɾkɔɾmiɾɐ
অধিকার।,od̪ʱikɐɾ।
অধিকাংশেরই,od̪ʱikɐŋʃeɾi
অধাঘণ্টা,ɔd̪ʱɐgʱɔntɐ
অধরা।,ɔd̪ʱɔɾɐ।
অধরা,ɔd̪ʱɔɾɐ
অদ্যাবধি,ɔd̪d̪ɐbod̪ʱi
অদ্ভুতভাবে,ɔd̪bʱut̪obʱɐbe
অদ্ভুত,ɔd̪bʱut̪
অদৃশ্যমান,ɔd̪ɾiʃʃomɐn
অদৃশ্য,ɔd̪ɾiʃʃo
অদূরদর্শিতার,ɔd̪uɾod̪oɾʃit̪ɐɾ
"অদূরদর্শিতা,","ɔd̪uɾod̪oɾʃit̪ɐ,"
অদূর,ɔd̪uɾ
অদিত্য,ɔd̪it̪t̪o
"অদিতি,","ɔd̪it̪i,"
অদিতি,ɔd̪it̪i
অদিতা,ɔd̪it̪ɐ
অদালতে,ɔd̪ɐlt̪e
অদক্ষতা,ɔd̪okkʰot̪ɐ
অত্র,ot̪ɾo
অত্যুৎসাহী,ot̪t̪ut̪ʃɐhi
অত্যুক্তি,ot̪t̪ukt̪i
অত্যাবশ্যক,ot̪t̪ɐboʃʃok
অত্যাচারে,ot̪t̪ɐcɐɾe
অত্যধিক,ot̪t̪od̪ʱik
"অত্মীয়স্বজন,","ɔt̪t̪iʲoʃɔɟɔn,"
অতৃপ্তি,ɔt̪ɾipt̪i
অতুল,ot̪ul
"অতীত,","ot̪it̪o,"
অতিমূল্যায়িত,ot̪imullɐʲit̪o
অতিমাত্রার,ot̪imɐt̪ɾɐɾ
অতিভারী,ot̪ibʱɐɾi
অতিবৃষ্টির,ot̪ibɾiʃtiɾ
"অতিবৃষ্টি,","ot̪ibɾiʃti,"
অতিবিপন্ন,ot̪ibipɔnno
অতিদরিদ্র,ot̪id̪oɾid̪ɾo
অতিথিরা।,ot̪it̪iɾɐ।
অতিগোপনে,ot̪igopone
অতিগোপনীয়,ot̪igoponiʲo
অতলে।,ɔt̪ɔle।
"অতলে,","ɔt̪ɔle,"
অতনু,ɔt̪onu
"অতএব,","ɔt̪o͡e̯b,"
অতএব,ɔt̪o͡e̯b
অতঃপর,ɔt̪oppɔɾ
অণুগুলো।,onugulo।
অণুক্ষণপৌঁছাতে,onukkʰɔnpẽcʰɐt̪e
অণু,onu
অডিটে,ɔdite
অডিটরিয়ামে,ɔditoɾiʲɐme
অডিওটি,ɔdi͡o̯ti
অটোরিকশাযোগে,ɔtoɾikʃɐɟoge
অটোরিকশাটির,ɔtoɾikʃɐtiɾ
অটোরিকশাটিও,ɔtoɾikʃɐti͡o̯
"অটোরিকশা,","ɔtoɾikʃɐ,"
অটোমোবাইলের,ɔtomobɐ͡i̯leɾ
অটোটেম্পো,ɔtotempo
অটোগ্রাফ,ɔtogɾɐpʰ
অটিস্টিক,ɔtistik
অটলের,ɔtleɾ
অটল,ɔtɔl
অট,ɔt
অঞ্জনা,ɔnɟonɐ
অঞ্জন।,ɔnɟon।
অঞ্চিতা,ɔncit̪ɐ
অঞ্চলেরই,ɔncoleɾi
অঞ্চলভিত্তিক,ɔncolbʱit̪t̪ik
অঞ্চলগুলোয়,ɔncɔlguloʲ
অঞ্চলগুলোতে,ɔncɔlgulot̪e
অঞ্চলগুলো,ɔncɔlgulo
অজ্ঞাাত,ɔggɐ͡ɐ̯t̪
অজ্ঞাতনামার,ɔggɛt̪onɐmɐɾ
অজ্ঞাতনামাদের,ɔggɛt̪onɐmɐd̪eɾ
অজ্ঞাত।,ɔggɐt̪।
অজিত,ɔɟit̪
অজিউল্লাহ,ɔɟi͡u̯llɐh
অজি,oɟi
অজান্তেই,ɔɟɐnt̪e͡i̯
অজগর,ɔɟɔgoɾ
অজ,ɔɟ
অছাত্র।,ɔcʰɐt̪ɾo।
অচেনা,ɔcenɐ
অচিন্ত্য,ɔcint̪o
অচিন্তপুর,ɔcint̪opuɾ
অচলাবস্থার,ɔcolɐbɔst̪ʰɐɾ
অচলাবস্থা,ɔcolɐbɔst̪ʰɐ
অঙ্গে,ɔŋge
অঙ্গীকারের,ɔŋgikɐɾeɾ
অঙ্গীকারাবদ্ধ।,ɔŋgikɐɾɐbɔd̪d̪ʱo।
অঙ্গরাজ্যের,ɔŋgoɾɐɟɟeɾ
অঙ্গরাজ্যে,ɔŋgoɾɐɟɟe
অঙ্গপ্রতিষ্ঠান।,ɔŋgopɾot̪iʃtʰɐn।
অঙ্গনে।,ɔŋgone।
অঙ্গ-সংগঠনের,ɔŋgo-ʃɔŋgɔtʰoneɾ
অঙ্গ-ভঙ্গী,ɔŋgo-bʱoŋgi
অঙ্গ-প্রত্যঙ্গগুলো,ɔŋgo-pɾot̪t̪oŋgogulo
অঙ্গ-প্রতঙ্গ,ɔŋgo-pɾot̪oŋgo
অঙ্কের,ɔŋkeɾ
অঘাতের,ɔgʱɐt̪eɾ
অগ্রাধিকারের,ɔgɾɐd̪ʱikɐɾeɾ
অগ্রাধিকারপ্রাপ্ত,ɔgɾɐd̪ʱikɐɾpɾɐpt̪o
অগ্রাধিকারকে,ɔgɾɐd̪ʱikɐɾke
অগ্রহণযোগ্য,ɔgɾohonɟoggo
অগ্রসর।,ɔgɾoʃɔɾ।
অগ্রযোদ্ধা,ɔgɾoɟod̪d̪ʱɐ
অগ্রদূতের,ɔgɾod̪ut̪eɾ
অগ্রদূত,ɔgɾod̪ut̪
অগ্রতি,ɔgɾot̪i
অগ্নেয়াস্ত্র,ɔgneʲɐst̪ɾo
অগ্নিসাগর,ɔgniʃɐgoɾ
অগ্নিকাণ্ড,ɔgnikɐndo
"অগণিত,","ɔgonit̪o,"
অগণতন্ত্র,ɔgɔnot̪ɔnt̪ɾo
অখিলেশ।,ɔkʰileʃ।
অখিলেশ,ɔkʰileʃ
অখণ্ডতা।,ɔkʰɔndot̪ɐ।
অক্ষুণ্ণ,okkʰunno
অক্ষরে,ɔkkʰoɾe
অক্ষম।,ɔkkʰom।
অক্লান্ত,ɔklɐnt̪o
অক্টোবরের,ɔktobɔɾeɾ
অকেজো,ɔkeɟo
অকৃত্রিম,ɔkɾit̪ɾim
অকৃতজ্ঞ,ɔkɾit̪oggo
অকুতোভয়,ɔkut̪obʱɔʲ
অকালেহঠাৎ,ɔkɐlehtʰɐt̪
অকাট্য,ɔkɐtto
অকল্পনীয়,ɔkɔlponiʲo
অউব্রের,ɔ͡u̯bɾeɾ
অইতো,ɔ͡i̯t̪o
অংশেরই,ɔŋʃeɾi
অংশুকে,ɔŋʃuke
অংশীদারিত্বে,ɔŋʃid̪ɐɾit̪t̪e
অংশীদারিত্ব,ɔŋʃid̪ɐɾit̪t̪o
অংশীদার,ɔŋʃid̪ɐɾ
অংশমাত্র।,ɔŋʃomɐt̪ɾo।
অংশবিশেষ,ɔŋʃobiʃeʃ
অংশগ্রহণমূলক,ɔŋʃogɾohonmulok
অংশগ্রহণও,ɔŋʃogɾohono
অংশগ্রহণ।,ɔŋʃogɾohon।
অংশকে,ɔŋʃoke
অংশও,ɔŋʃo͡o̯
অংকন,ɔŋkon
অংক,ɔŋk
অঁরির,ɔ̃ɾiɾ
অঁরিকে,ɔ̃ɾike
øাতক,ɐt̪ok
www.nu.edu.bd,...
www.joinbangladesharmy.mil.bd,...
www.iau.edu.bd,...
www.ecs.gov.bd,...
www.bsmrau.edu.bd,...
www.bdmediaforum.com/register,../
www.admissions.,..
seen,seen
passage,pɐssɐge
"orange',","',"
nu.edu.bd/,../
nu.edu.bd,..
http://bou.ac.bd,://..
http://ashajawa.com,://.
http://army.teletalk.com.bd,://...
http://admission.ru.,://..
http://,://
exam.bou.edu.bd,...
ac.bd-তে,.-t̪e
Part-II-Gi,--
Part-I-Gi,--
"Msg,",","
FAO-এর,-eɾ
":-ি,",":-i,"
/,/
...যে,...ɟe
...।,...।
...,...
"-ৈ,","-o͡i̯,"
-মানে,-mɐne
-বেঞ্জামিন,-benɟɐmin
-বলেন,-bɔlen
"-ক্রিম,","-kɾim,"
-এ,-e
-।,-।
-,-
'সুইসাইড,'ʃu͡i̯ʃɐ͡i̯d
'সন্ত্রাসী','ʃɔnt̪ɾɐʃi'
'শূন্য'।,'ʃunno'।
'রাজাকারেরা,'ɾɐɟɐkɐɾeɾɐ
'রইস'র,'ɾɔ͡i̯ʃɔ'ɾ
'রইস','ɾo͡i̯ʃ'
'র','ɾo'
'ব্রোথেল','bɾot̪ʰel'
'বিরোধী,'biɾod̪ʱi
'ফিনিশার'।,'pʰiniʃɐɾ'।
