,Inflected_Word,POS,Lemma
20492,লন্ডনী,NNP,লন্ডন
20493,কইন্যা,NNP,কইন্যা
20494,টেলিভিশন,NNP,টেলিভিশন
20495,নাটক,NNP,নাটক
20496,দিয়ে,IN,দাওয়া
20497,তিনি,PRP,তিনি
20498,প্রশংসিত,VB,প্রশংসন
20499,ও,CC,ও
20500,সমালোচিত,VB,সমালোচিত
20501,হয়েছেন,VB,হওয়া
20502,এই,DT,এ
20503,নাটকের,NN,নাটক
20504,সাফল্যের,NN,সফল
20505,পর,IN,পর
20506,তিনি,PRP,তিনি
20507,টেলিভিশন,NN,টেলিভিশন
20508,নাটকে,NN,নাটক
20509,মনোযোগ,VB,মনোযোগ
20510,দেন,VB,দেওয়া
20511,এরকারণ,RB,এরকারণ
20512,হিসেবে,IN,হিসাব
20513,তিনি,PRP,তিনি
20514,বলেন,VB,বলা
20515,টেলিভিশনের,NN,টেলিভিশন
20516,দর্শক,NN,দর্শক
20517,সংখ্যা,NN,সংখ্যা
20518,টেলিভিশন,NN,টেলিভিশন
20519,নাটকের,NNS,নাটক
20520,পাশাপাশি,NN,পাশ
20521,তিনি,PRP,তিনি
20522,মঞ্চনাটকও,NN,মঞ্চনা
20523,লিখেছেন,VB,লেখা
20524,ফার্মটি,NN,ফার্ম
20525,এখনো,RB,এখন
20526,বিদ্যমান,VB,বিদ্যমান
20527,রয়েছে,VB,রওয়া
20528,চন্দ্রকেতুগড়ের,NNP,চন্দ্র
20529,প্রত্ন,NN,প্রত্ন
20530,সামগ্রীর,NNS,সামগ্রী
20531,মধ্যে,IN,মধ্য
20532,এই,DT,এ
20533,চাকা,NN,চাকা
20534,লাগানো,VB,লাগানো
20535,গাড়ি,NN,গাড়ি
20536,পাওয়া,VB,পাওয়া
20537,গেছে,VB,যাওয়া
20538,হাওড়াতেও,NN,হাওয়া
20539,এইধরণের,NN,এইধরণ
20540,পুতুল,NN,পুতুল
20541,পাওয়া,VB,পাওয়া
20542,গেছে,VB,যাওয়া
20543,পুতুলের,NN,পুতুল
20544,রং,NN,রং
20545,সাধারণ,JJ,সাধারণ
20546,খড়ি,NN,খড়ি
20547,মাটি,NN,মাটি
20548,দিয়ে,IN,দাওয়া
20549,করা,VB,ক
20550,হয়,VB,হয়
20551,খড়ি,NN,খড়ি
20552,মাটির,NN,মাটি
20553,উপর,JJ,উপর
20554,লাল,NN,লাল
20555,হলুদ,NN,হলুদ
20556,নীল,NN,নীল
20557,ডোরা,NN,ডোরা
20558,কাটা,VB,কাটা
20559,দাগ,NN,দাগ
20560,দিয়ে,IN,দাওয়া
20561,করা,VB,ক
20562,হয়,VB,হয়
20563,হাওড়ার,NNP,হাওড়া
20564,পুতুল,NNP,পুতুল
20565,গুলির,NNS,গুলি
20566,মধ্যে,IN,মধ্য
20567,পালকি,NNP,পালকি
20568,নৌকা,NNP,নৌকা
20569,উল্লেখযোগ্য,JJ,উল্লেখ
20570,এছাড়া,RB,এছাড
20571,চাকা,NN,চাকা
20572,লাগানো,VB,লাগানো
20573,পুতুলও,NN,পুতুল
20574,করা,VB,ক
20575,হয়,VB,হয়
20576,মূলত,RB,মূল
20577,গ্রামের,NN,গ্রাম
20578,মহিলারাই,NNS,মহিলা
20579,এই,DT,এ
20580,পুতুল,NN,পুতুল
20581,তৈরি,VB,তৈরি
20582,করেন,VB,করা
20583,তিনি,PRP,তিনি
20584,একজন,DT,একজন
20585,বীর,NN,বী
20586,মুক্তিযোদ্ধা,NN,মুক্তি
20587,মুক্তিযুদ্ধ,NN,মুক্তি
20588,গবেষক,NN,গবেষক
20589,ও,CC,ও
20590,লেখক,NN,লেখা
20591,গবেষণা,NN,গবেষণা
20592,প্রতিষ্ঠান,NN,প্রতিষ্ঠান
20593,সেন্টার,NN,সেন্টা
20594,ফর,NN,ফর
20595,লিবারেশন,NNP,লিবারেশন
20596,ওয়ার,NNP,ওয়া
20597,স্টাডিজের,NNP,স্টাডিজ
20598,চেয়ারম্যান,NNP,চেয়ারম্যান
20599,পড়াশোনা,NN,পড়াশোনা
20600,করেছেন,VB,করা
20601,যশোর,NNP,যশ
20602,জিলা,NNP,জিলা
20603,স্কুল,NNP,স্কুল
20604,ও,CC,ও
20605,ঝিনাইদহ,NNP,ঝিনা
20606,ক্যাডেট,NNP,ক্যাডেট
20607,কলেজে,NNP,কলেজ
20608,কর্মজীবন,NN,কর্মজীবন
20609,১৯৭৪,CD,তিন
20610,সালের,NN,সাল
20611,৯,CD,ত্
20612,জানুয়ারি,NNP,জানুয়ারি
20613,বাংলাদেশ,NNP,বাংলাদেশ
20614,সেনাবাহিনীতে,NNP,সেনাবাহিনী
20615,যোগ,VB,যোগ
20616,দেন,VB,দেওয়া
20617,১৯৭১,CD,তিত
20618,সালের,NN,সাল
20619,১৩,CD,ে
20620,এপ্রিল,NNP,এপ্রিল
20621,দেশে,NN,দেশ
20622,মুক্তিযুদ্ধ,NN,মুক্তি
20623,চলছে,VB,চলা
20624,দেশ,NN,দেশ
20625,মাতৃকার,NN,মাতৃকা
20626,স্বাধীনতার,NN,স্বাধীনতা
20627,জন্য,IN,জন্য
20628,যোগ,VB,যোগ
20629,দেন,VB,দেওয়া
20630,মুক্তিযুদ্ধের,NN,মুক্তি
20631,২,CD,
20632,নম্বর,NN,নম্বর
20633,সেক্টরে,NN,সেক্ট
20634,এর,PRP,এ
20635,মধ্যে,IN,মধ্য
20636,উল্লেখযোগ্য,JJ,উল্লেখ
20637,মুক্তিযুদ্ধ,NN,মুক্তি
20638,বিষয়ক,JJ,বিষয়ক
20639,বই,NN,ব
20640,হলো,VB,হয়
20641,১,CD,ত
20642,জনযুদ্ধের,NNP,জনযুদ্ধ
20643,গণযোদ্ধা,NNP,গণযোদ্ধা
20644,২,CD,
20645,বিজয়ী,JJ,বিজয়
20646,হয়ে,VB,হয়ে
20647,ফিরব,VB,ফিরব
20648,নইলে,VB,নেওয়া
20649,ফিরবই,VB,ফিরব
20650,না,DT,না
20651,৫,CD,ত্
20652,পতাকার,NN,পতাকা
20653,প্রতি,IN,প্রতি
20654,প্রণোদনা,NN,প্রণোদনা
20655,আয়তন,NN,আয়তন
20656,বাইশারী,NNP,বাইশারী
20657,ইউনিয়নের,NNP,ইউনিয়ন
20658,আয়তন,NN,আয়তন
20659,৩২,CD,ে
20660,০০০,CD,তিত
20661,একর,NN,একর
20662,১২৯,CD,তির
20663,৫০,CD,ে
20664,বর্গ,NN,বর্গ
20665,কিলোমিটার,NN,কিলোমিটার
20666,এর,PRP,এ
20667,মধ্যে,IN,মধ্য
20668,পুরুষ,NN,পুরুষ
20669,৬,CD,
20670,২৩৩,CD,তির
20671,জন,NN,জন
20672,এবং,CC,এবং
20673,মহিলা,NN,মহিলা
20674,৫,CD,ত্
20675,৮০৬,CD,তিত
20676,জন,NN,জন
20677,উপজেলা,NN,উপজেলা
20678,সদর,NN,সদর
20679,থেকে,IN,থেকে
20680,এ,DT,এ
20681,ইউনিয়নের,NN,ইউনিয়ন
20682,দূরত্ব,NN,দূরত্ব
20683,প্রায়,JJ,প্রায়
20684,১২,CD,ে
20685,কিলোমিটার,NN,কিলোমিটার
20686,এ,DT,এ
20687,ইউনিয়নের,NN,ইউনিয়ন
20688,প্রশাসনিক,JJ,প্রশাসন
20689,কার্যক্রম,NN,কার্যক্রম
20690,নাইক্ষ্যংছড়ি,NNP,নাইক্ষ্য
20691,থানার,NNP,থানা
20692,আওতাধীন,VB,আওতা
20693,প্রধান,JJ,প্রধান
20694,যোগাযোগ,NN,যোগাযোগ
20695,মাধ্যম,NN,মাধ্যম
20696,সিএনজি,NN,সিকনজি
20697,চালিত,VB,চালা
20698,অটোরিক্সা,NN,অটোরিক্সা
20699,হাট,NN,হাট
20700,বাজার,VB,বাজার
20701,বাইশারী,NNP,বাইশারী
20702,ইউনিয়নের,NNP,ইউনিয়ন
20703,প্রধান,JJ,প্রধান
20704,হাট,NN,হাট
20705,বাজার,NN,বাজার
20706,হল,VB,হয়
20707,বাইশারী,NNP,বাইশারী
20708,বাজার,NNP,বাজার
20709,মালদা,NNP,মালদা
20710,সদর,NNP,সদর
20711,মহকুমা,NNP,মহকুমা
20712,মালদা,NNP,মালদা
20713,সদর,NNP,সদর
20714,মহকুমা,NNP,মহকুমা
20715,পশ্চিমবঙ্গের,NNP,পশ্চিমবঙ্গ
20716,মালদহ,NNP,মালদহ
20717,জেলার,NNP,জেলা
20718,একটি,DT,একটি
20719,মহকুমা,NN,মহকুমা
20720,এই,DT,এ
20721,নয়টি,CD,নয়
20722,ব্লকে,NN,ব্লক
20723,৯৭টি,CD,তি
20724,গ্রাম,NN,গ্রাম
20725,পঞ্চায়েত,NN,পঞ্চায়েত
20726,রয়েছে,VB,রওয়া
20727,মহকুমার,NNP,মহকুমার
20728,সদর,NNP,সদর
20729,ইংরেজ,NNP,ইংরেজ
20730,বাজার,VB,বাজার
20731,ব্লকটি,NN,ব্লক
20732,ইংরেজ,NNP,ইংরেজ
20733,বাজার,NNP,বাজার
20734,থানার,NNP,থানা
20735,অধীনস্ত,VB,অধীন
20736,মালদা,NNP,মালদা
20737,এই,DT,এ
20738,ব্লকের,NN,ব্লক
20739,সদর,NN,সদর
20740,ভবুক,NNP,ভবুক
20741,মাহিসবাথানি,NNP,মাহিসবাথান
20742,মুচিয়া,NNP,মুচা
20743,যাত্রাডাঙ্গা,NNP,যাত্রাডাঙ্গা
20744,মঙ্গলবাড়ি,NNP,মঙ্গল
20745,ও,CC,ও
20746,সাহাপুর,NNP,সাহাপুর
20747,এই,DT,এ
20748,ব্লকের,NN,ব্লক
20749,অধীনে,VB,অধীন
20750,কোন,JJ,কোন
20751,শহরাঞ্চল,NN,শহরান্চল
20752,নেই,DT,না
20753,মালদা,NNP,মালদা
20754,থানার,NNP,থানা
20755,অধীনে,RB,অধীন
20756,এই,DT,এ
20757,ব্লকটি,NN,ব্লক
20758,এই,DT,এ
20759,ব্লকের,NN,ব্লক
20760,সদর,RB,সদর
20761,দপ্তর,NN,দপ্তর
20762,নারায়ণপুর,NNP,নারায়ণ
20763,গাজোল,NNP,গাজোল
20764,গাজোল,NNP,গাজোল
20765,ব্লকের,NN,ব্লক
20766,গ্রামীণ,NN,গ্রামীণ
20767,এলাকা,NN,এলাকা
20768,১৫,CD,ে
20769,টি,DT,টি
20770,গ্রাম,NN,গ্রাম
20771,পঞ্চায়েত,NN,পঞ্চায়েত
20772,নিয়ে,VB,নিয়ে
20773,গঠিত,VB,গঠিত
20774,তার,PRP,তার
20775,কর্মজীবন,NN,কর্মজীবন
20776,শুরু,VB,শুরু
20777,হয়,VB,হয়
20778,দৈনিক,NNP,দৈন
20779,সংবাদ,NNP,সংবাদ
20780,এ,DT,এ
20781,সাংবাদিক,NN,সাংবাদিক
20782,হিসেবে,IN,হিসাব
20783,যোগদানের,VB,যোগ
20784,মাধ্যমে,IN,মাধ্যম
20785,সরকার,NN,সরকার
20786,রচিত,VB,রচনা
20787,প্রথম,JJ,প্রথম
20788,কাব্যগ্রন্থ,NN,কাব্য
20789,হল,VB,হয়
20790,নগরে,NN,নগর
20791,বাউল,NN,বাউল
20792,এটি,PRP,এ
20793,১৯৭৬,CD,তিন
20794,সালে,NN,সাল
20795,প্রকাশিত,VB,প্রকাশ
20796,হয়,VB,হয়
20797,তার,PRP,তার
20798,দ্বিতীয়,JJ,দ্বিতীয়
20799,কাব্যগ্রন্থ,NN,কাব্য
20800,কেউ,PRP,কে
20801,কিছুই,NN,কিছু
20802,জানে,VB,জানা
20803,না,DT,না
20804,প্রকাশিত,RB,প্রকাশ
20805,হয়,VB,হয়
20806,১৯৮০,CD,তিত
20807,সালে,NN,সাল
20808,এছাড়া,RB,এছাড
20809,তিনি,PRP,তিনি
20810,১৯৬৯,CD,তিন
20811,থেকে,IN,থেকে
20812,১৯৮৫,CD,তিত
20813,সালে,NN,সাল
20814,কাব্য,NN,কাব্য
20815,সাময়িকী,NNP,সাময়্ক
20816,ঈশিকা,NNP,শ
20817,সম্পাদনা,VB,সম্পাদনা
20818,করতেন,VB,করা
20819,অরুণাভ,NNP,অরুণাভ
20820,সরকার,NNP,সরকার
20821,আজিজা,NNP,আজ
20822,সরকারের,NNP,সরকার
20823,সাথে,IN,সাথে
20824,বিবাহ,NN,বিবাহ
20825,বন্ধনে,NN,বন্ধন
20826,আবদ্ধ,VB,আবদ্ধ
20827,হন,VB,হয়
20828,তাদের,PRP,তাদের
20829,দুই,CD,দুই
20830,সন্তান,NN,সন্তান
20831,পুত্র,NN,পুত্র
20832,শুগত,NN,শুগত
20833,সরকার,NN,সরকার
20834,এবং,CC,এবং
20835,কন্যা,NN,কন্যা
20836,মিথিলা,NNP,মিথিলা
20837,সরকার,NNP,সরকার
20838,অরুণাভ,NNP,অরুণাভ
20839,সরকার,NNP,সরকার
20840,২০১৪,CD,তিন
20841,সালের,NN,সাল
20842,১৮ই,CD,ত
20843,ডিসেম্বর,NNP,ডিসেম্বর
20844,মৃত্যুবরণ,VB,মৃত্যু
20845,করেন,VB,করা
20846,তার,PRP,তার
20847,ইচ্ছানুসারে,RB,ইচ্ছানুসার
20848,তার,PRP,তার
20849,মৃতদেহ,NN,মৃতদ
20850,ঢাকা,NNP,ঢাকা
20851,মেডিকেল,NNP,মেডিক
20852,কলেজে,NNP,কলেজ
20853,দান,VB,দান
20854,করা,VB,ক
20855,হয়,VB,হয়
20856,আয়তন,NN,আয়তন
20857,ঘুমধুম,NNP,ঘুম
20858,ইউনিয়নের,NNP,ইউনিয়ন
20859,আয়তন,NN,আয়তন
