,word,ipa,cnt
29833,ডাস্ট,dɐst,1
29834,ডাসার,dɐʃɐɾ,1
29835,ডালিয়া,dɐlɪʲɐ,1
29836,ডালিমের,dɐlɪmeɾ,1
29837,"ডালবুগঞ্জ,","dɐlbugɔnɟ,",1
29838,ডালপট্টি,dɐlpɔttɪ,1
29839,ডাল,dɐl,1
29840,ডার্ভিং,dɐɾbʱɪŋ,1
29841,ডার্ড,dɐɾd,1
29842,ডাম্পিংয়ের,dɐmpɪŋʲeɾ,1
29843,ডাম্প,dɐmp,1
29844,ডামুঢ্যা,dɐmucɛ,1
29845,ডাবিংয়ে,dɐbɪlɔʲe,1
29846,ডাবলের,dɐbleɾ,1
29847,ডাবলসে,dɐbolʃe,1
29848,ডাবল,dɐbol,1
29849,"ডাব,","dɐbo,",1
29850,ডাব,dɐbo,1
29851,ডান্স,dɐnʃo,1
29852,ডানা,dɐnɐ,1
29853,ডানবার,dɐnbɐɾ,1
29854,ডানপ্রান্ত,dɐnpɾɐnt̪o,1
29855,ডানপায়ে,dɐnpɐʲe,1
29856,ডানপাশে,dɐnpɐʃe,1
29857,ডানপন্থী,dɐnpont̪ʰɪ,1
29858,ডানপন্থিদের,dɐnpont̪ʰɪd̪eɾ,1
29859,ডানদিক,dɐnd̪ɪk,1
29860,ডান-হাতের,dɐn-hɐt̪eɾ,1
29861,ডাচ,dɐc,1
29862,ডাঙ্গীরপাড়া,dɐŋgɪɾpɐɽɐ,1
29863,ডাঙ্গার,dɐŋgɐɾ,1
29864,ডাক্তারকে,dɐkt̪ɐɾke,1
29865,ডাক্তারই,dɐkt̪ɐɾɪ,1
29866,ডাক্তার।,dɐkt̪ɐɾ।,1
29867,"ডাক্তার,","dɐkt̪ɐɾ,",1
29868,ডাকের,dɐkeɾ,1
29869,ডাকেননি,dɐkennɪ,1
29870,ডাকেন।,dɐken।,1
29871,ডাকেন,dɐken,1
29872,ডাকাতেরা।,dɐkɐt̪eɾɐ।,1
29873,ডাকাতিসহ,dɐkɐt̪ɪʃɔho,1
29874,ডাকাতসহ,dɐkɐt̪ʃɔho,1
29875,ডাকাতরাও,dɐkɐt̪ɔɾɐo̯,1
29876,"ডাকাত,","dɐkɐt̪,",1
29877,ডাকাডাকির,dɐkɐdɐkɪɾ,1
29878,ডাকসুর,dɐkʃuɾ,1
29879,ডাকলেই,dɐkleɪ̯,1
29880,ডাকযোগে,dɐkɟoge,1
29881,"ডাকবেন,","dɐkben,",1
29882,ডাকবে,dɐkbe,1
29883,ডাকতেন।,dɐkt̪en।,1
29884,ডাকচিৎকারে,dɐkcɪt̪kɐɾe,1
29885,ডাক-চিৎকার,dɐk-cɪt̪kɐɾ,1
29886,ডাউনিং,dɐu̯nɪŋ,1
29887,ডাইরেক্টরসহ,dɐɪ̯ɾektɔɾʃɔho,1
29888,ডাইরেক্টর,dɐɪ̯ɾektɔɾ,1
29889,ডাইভিংয়ের,dɐɪ̯bʱɪŋʲeɾ,1
29890,ডাইনিং,dɐɪ̯nɪŋ,1
29891,ডাইক।,dɐɪ̯k।,1
29892,ডাইঅক্সাইড।,dɐɪ̯ɔ̯ksɐɪ̯d।,1
29893,ডাইংপাড়া,dɐɪ̯ŋpɐɽɐ,1
29894,ডলারেরও,dɔlɐɾeɾo,1
29895,"ডরমেটরি,","dɔɾmetɾɪ,",1
29896,ডমিনিকার,dɔmɪnɪkɐɾ,1
29897,ডব্লিউটিও,dɔblɪu̯tɪo̯,1
29898,ডব্লিউ,dɔblɪu̯,1
29899,ডবলমুরিং,dɔbolmuɾɪŋ,1
29900,ডটকম,dɔtokɔm,1
29901,ডট,dɔt,1
29902,ডজন,dɔɟon,1
29903,ডগায়ও,dɔgɐʲo,1
29904,ডগাইর,dɔgɐɪ̯ɾ,1
29905,ডগ,dɔgo,1
29906,ডক্টর,doktɔɾ,1
29907,ডকুমেন্টারি,dkumentɐɾɪ,1
29908,ডকইয়ার্ডের,dɔkɪʲɐɾdeɾ,1
29909,ডংখালী,dɔŋkʰɐlɪ,1
29910,ঠোঁটে,tʰõte,1
29911,ঠোঁটে,tʰeɐ̯̃te,1
29912,"ঠেলাগাড়ি,","tʰelɐgɐɽɪ,",1
29913,ঠেকে,tʰeke,1
29914,ঠেকানো,tʰekɐno,1
29915,ঠেকান,tʰekɐn,1
29916,ঠেকাতে,ɐlɪ,1
29917,ঠুনকো।,tʰunko।,1
29918,ঠুনকো,tʰunko,1
29919,ঠুকে।,tʰuke।,1
29920,ঠিকানার,tʰɪkɐnɐɾ,1
29921,ঠিকানাবিহীন,tʰɪkɐnɐbɪhɪn,1
29922,ঠিকভাবে,tʰɪkbʱɐbe,1
29923,ঠিকঠাক,tʰɪktʰɐk,1
29924,ঠিক?,tʰɪk?,1
29925,ঠান্ডু,tʰɐndu,1
29926,"ঠাণ্ডু,","tʰɐndu,",1
29927,ঠাণ্ডার,tʰɐndɐɾ,1
29928,ঠাকুরপাড়া,tʰɐkuɾpɐɽɐ,1
29929,ঠাকুরঝিকে,tʰɐkuɾɟʱɪke,1
29930,ঠাকুরগাঁওয়ের,tʰɐkuɾgɐ̃oʲeɾ,1
29931,ঠাকুরগাঁওয়ে,tʰɐkuɾgɐ̃oʷe,1
29932,ঠাকুরগাঁওস্থ,tʰɐkuɾgɐ̃oɪ̯st̪ʰo,1
29933,"টয়োটা,","tɔʲotɐ,",1
29934,টয়,tɔe̯,1
29935,ট্র্যাডিশন,tɾɐdɪʃon,1
29936,ট্র্যাক্টে,tɾɐkte,1
29937,ট্র্যাকে,tɾɐke,1
29938,ট্র্যাকিং,tɾɐkɪŋ,1
29939,ট্র্যাংকোলাইজিং,tɾɐŋkolɐɪ̯ɟɪŋ,1
29940,ট্রেলারেই,tɾelɐɾe͡ɪ̯,1
29941,ট্রেভর,tɾebʱɔɾ,1
29942,ট্রেনারও,tɾenɐɾo,1
29943,ট্রেনটির,tɾentɪɾ,1
29944,ট্রেনটিকে,tɾentɪke,1
29945,ট্রেন।,tɾen।,1
29946,ট্রেডের,tɾedeɾ,1
29947,"ট্রেডিং,","tɾedɪŋ,",1
29948,ট্রেডার্স।,tɾedɐɾs।,1
29949,ট্রেডার্স,tɾedɐɾs,1
29950,ট্রেড,tɾed,1
29951,ট্রেক,tɾek,1
29952,ট্রেইনিং,tɾeɪ̯nɪŋ,1
29953,ট্রু–কলার।,tɾu–kɔlɐɾ।,1
29954,ট্রুলিতে,tɾulɪt̪e,1
29955,ট্রুলিচাপায়,tɾulɪcɐpɐe̯,1
29956,ট্রুলি,tɾulɪ,1
29957,ট্রুলারের,tɾulɐɾeɾ,1
29958,ট্রুলারটি,tɾulɐɾtɪ,1
29959,ট্রুলারগুলোকে,tɾulɐɾguloke,1
29960,ট্রুলারগুলো,tɾulɐɾgulo,1
29961,ট্রুফির,tɾupʰɪɾ,1
29962,ট্রুডো,tɾudo,1
29963,ট্রিবিউনের।,tɾɪbɪu̯neɾ।,1
29964,ট্রিবিউন'র।,tɾɪbɪ͡u̯no'ɾ।,1
29965,ট্রিপে,tɾɪpe,1
29966,ট্রিটমেন্ট,tɾɪtment,1
29967,ট্রিগারে,tɾɪgɐɾe,1
29968,ট্রি।,tɾɪ।,1
29969,ট্রায়েলের,tɾɐʲeleɾ,1
29970,ট্রাস্টিবোর্ড,tɾɐstɪboɾd,1
29971,ট্রাস্টিদের,tɾɐstɪd̪eɾ,1
29972,ট্রাস্টি,tɾɐstɪ,1
29973,ট্রাম্পবিরোধী,tɾɐmpobɪɾod̪ʱɪ,1
29974,ট্রাম্প,ɟeno,1
29975,ট্রামকার্ড,tɾɐmkɐɾd,1
29976,ট্রাফিকের,tɾɐpʰɪkeɾ,1
29977,ট্রান্সলেশনেরও,tɾɐnʃoleʃɔneɾo,1
29978,ট্রান্সলেটর,tɾɐnsletɔɾ,1
29979,ট্রান্সপ্লান্টসহ,tɾɐnsplɐntʃɔho,1
29980,ট্রান্সপোর্ট,tɾɐnspoɾt,1
29981,ট্রান্সপে,tɾɐnspe,1
29982,ট্রান্সপারেন্সি,tɾɐnspɐɾensɪ,1
29983,ট্রান্সপন্ডার,tɾɐnspondɐɾ,1
29984,ট্রানজেশন,tɾɐnɟeʃon,1
29985,ট্রানজেকশন,tɾɐnɟekʃon,1
29986,ট্রান,tɾɐn,1
29987,ট্রাজেডির,tɾɐɟedɪɾ,1
29988,ট্রাজিক,tɾɐɟɪk,1
29989,ট্রাক্টরচালক,tɾɐktɔɾcɐlok,1
29990,ট্রাকশন,tɾɐkʃon,1
29991,ট্রাকটর,tɾɐktoɾ,1
29992,ট্রাকচালকসহ,tɾɐkcɐlokʃɔho,1
29993,ট্রাকচাপায়,tɾɐkcɐpɐe̯,1
29994,ট্রাকচাপা,tɾɐkcɐpɐ,1
29995,ট্রাক।,tɾɐk।,1
29996,ট্রাওরে।,tɾɐo̯ɾe।,1
29997,ট্রাইব্যুনালে।,tɾɐɪ̯bunɐle।,1
29998,ট্রাইবুনাল,tɾɐɪ̯bunɐl,1
29999,ট্রাংক,tɾɐŋk,1
30000,ট্রলির,tɾolɪɾ,1
30001,ট্রলি,tɾolɪ,1
30002,ট্রলারযোগে,tɾolɐɾɟoge,1
30003,ট্রলারটিসহ,tɾolɐɾtɪʃɔho,1
30004,ট্রলার।,tɾolɐɾ।,1
30005,ট্যুরেও,tuɾe͡o̯,1
30006,ট্যুরিজম,tuɾɪɟɔm,1
30007,ট্যাবে।,tɛbe।,1
30008,ট্যাবলেটসহ,tɛbɔletʃɔho,1
30009,"ট্যাবলেট,","tɛbɔlet,",1
30010,ট্যানার্স,tɛnɐɾs,1
30011,ট্যানারিগুলোর,tɛnɐɾɪguloɾ,1
30012,ট্যাঙ্কের,tɛŋkeɾ,1
30013,ট্যাক্সের,tɛkseɾ,1
30014,ট্যাক্স-ভ্যাট,tɛkʃo-beɐ̯t,1
30015,ট্যাকেলের,tɛkeleɾ,1
30016,ট্যাকলে,tɛkɔle,1
30017,ট্যাকটিক্যাল,tɛktɪkɛl,1
30018,ট্যাক,tɛk,1
30019,ট্যাংকে,tɛŋke,1
30020,ট্যাংকলড়িযোগে,tɛŋkloɽɪɟoge,1
30021,"ট্যাংক-লরি,","tɛŋk-loɾɪ,",1
30022,টোয়েন্টিফোরের,toʲentɪpʰoɾeɾ,1
30023,টোলের,toleɾ,1
30024,টোবি,tobɪ,1
30025,টোটকা,totkɐ,1
30026,টোগো,togo,1
30027,টোকিওতে,ɾɐɟd̪ʱɐnɪ,1
30028,টোকিও,tokɪo̯,1
30029,টোকানটিনস,tokɐntɪnʃ,1
30030,টেস্টে।,teste।,1
30031,টেস্টে,pɾot̪ʰom,1
30032,টেস্টিং,testɪŋ,1
30033,টেস্টটি,testtɪ,1
30034,টেস্টও,testo,1
30035,টেস্টই,testɔɪ̯,1
30036,টেলিযোগাযোগের,telɪɟogɐɟogeɾ,1
30037,টেলিমেডিসিন,telɪmedɪsɪn,1
30038,"টেলিভিশন,","telɪbʱɪʃon,",1
30039,টেলিফোনের,telɪpʰoneɾ,1
30040,টেলিফোনেই,telɪpʰoneɪ̯,1
30041,টেলিছবিটির,telɪcʰbɪtɪɾ,1
30042,টেলিকম,telɪkɔm,1
30043,টেলর।,telɾ।,1
30044,টেরেন্স,teɾens,1
30045,টেরিটরি,teɾɪtɾɪ,1
30046,টেররিজম,teɾɔɾɪɟɔm,1
30047,টেম্পো,tempo,1
30048,টেমিফাইনাল,temɪpʰɐɪ̯nɐl,1
30049,টেবুলেশন,tebuleʃon,1
30050,টেবিলে।,tebɪle।,1
30051,"টেবিল,","tebɪl,",1
30052,টেবিল,tebɪl,1
30053,টেপ,tep,1
30054,"টেন্ডুলকার,","tendulkɐɾ,",1
30055,টেন্ডারের,tendɐɾeɾ,1
30056,"টেন্ডারবাজি,","tendɐɾbɐɟɪ,",1
30057,টেন্ডারবাজ,tendɐɾbɐɟ,1
30058,টেনেটুনে,tenetune,1
30059,টেনেও,teneo̯,1
30060,টেনে-হেঁচেড়ে,tene-hẽceɽe,1
30061,টেনিসের,tenɪseɾ,1
30062,টেনিসি,tenɪʃɪ,1
30063,টেনিসকেই,tenɪʃkeɪ̯,1
30064,টেনামেন্ট,tenɐment,1
30065,টেন।,teno।,1
30066,টেন,teno,1
30067,টেঙ্গু,teŋgu,1
30068,টেঙ্গাখালী,teŋgɐgɐlɪ,1
30069,টেঙ্গর,teŋgoɾ,1
30070,টেক্সাসের,teksɐʃeɾ,1
30071,টেক্সাস,teksɐʃ,1
30072,টেক্সটের,teksteɾ,1
30073,টেকেরহাট,tekeɾhɐt,1
30074,টেকেনি।,tekenɪ।,1
30075,টেকাতেই,tekɐt̪e͡ɪ̯,1
30076,টেকফেস্টে,tekpʰeste,1
30077,টেকনোয়াদ্দা,teknoʷɐd̪d̪ɐ,1
30078,টেকনোলজিতে,teknoloɟɪt̪e,1
30079,টেকনো,tekno,1
30080,"টেকনিশিয়ান,","teknɪʃɪʲɐn,",1
30081,টেকনাফে,teknɐpʰe,1
30082,টেকক্রাঞ্চ-এর,tekkɾɐncɔ-eɾ,1
30083,টেকঅফ,tekɔɽ,1
30084,টেক,tek,1
30085,টেইলরকে,te͡ɪ̯lɔɾke,1
30086,"টেংরা,","teŋɾɐ,",1
30087,"টেঁটা,","tẽtɐ,",1
30088,টেঁটা,tẽtɐ,1
30089,টুলুর,tuluɾ,1
30090,টুলস,tuls,1
30091,টুর্নামেন্টের,kɾɪket,1
30092,টুর্নামেন্টসেরা,tuɾnɐmentʃeɾɐ,1
30093,টুর্নামেন্টগুলোর,tuɾnɐmentguloɾ,1
30094,টুর্নামেন্টকে,tuɾnɐmentke,1
30095,টুর্নামেন্ট-গুলোতে,tuɾnɐment-gulot̪e,1
30096,"টুরে,","tuɾe,",1
30097,"টুর,","tuɾ,",1
30098,টুম্পার,tumpɐɾ,1
30099,টুপুরিয়া,tupuɾɪʲɐ,1
30100,টুপিওয়ালা,tupɪo̯ʷɐlɐ,1
30101,টুনির,tunɪɾ,1
30102,টুথপেস্ট,tut̪pest,1
30103,টুডে।,tude।,1
30104,টুটুলকে,tutulke,1
30105,টুটুল।,tutul।,1
30106,"টুটুল,","tutul,",1
30107,টুঙ্গিপাড়ায়,tuŋgɪpɐɽɐe̯,1
30108,টুগেদারও,tuged̪ɐɾo,1
30109,টুকেরবাজারের,tukeɾbɐɟɐɾeɾ,1
30110,টুকিটাকিতে,tukɪtɐkɪt̪e,1
30111,টুকিটাকি,tukɪtɐkɪ,1
30112,টুকরাগুলো,tukɾɐgulo,1
30113,টুইটের,tuɪ̯teɾ,1
30114,টুইটারের,tuɪ̯tɐɾeɾ,1
30115,টিয়াখালী,tɪʲʷkʰɐlɪ,1
30116,টিস্যুকে,tɪʃkuke,1
30117,"টিস্যু,","tɪʃʃu,",1
30118,টিসু,tɪʃu,1
30119,টিসি,tɪsɪ,1
30120,টিলায়,tɪlɐe̯,1
30121,টিলারসনের,tɪlɐɾʃoneɾ,1
30122,টিলারসন।,tɪlɐɾʃon।,1
30123,টিলার,tɪlɐɾ,1
30124,টিলাগড়,tɪlɐgɔɽ,1
30125,টিলাগাঁও,tɪlɐgɐ̃o,1
30126,"টিলা,","tɪlɐ,",1
30127,টিল,tɪl,1
30128,টিমো,tɪmo,1
30129,টিমে,tɪme,1
30130,টিমমেটরা,tɪmmetɾɐ,1
30131,টিমকে,tɪmke,1
30132,"টিম,","tɪm,",1
30133,টিভিতেই,tɪbʱɪt̪eɪ̯,1
30134,টিভিকে,tɪbʱɪke,1
30135,টিভিওএস,tɪbʱɪo̯eʃ,1
30136,টিভি।,tɪbʱɪ।,1
30137,"টিভি,","tɪbʱɪ,",1
30138,টিবিউলে,tɪbɪu̯le,1
30139,"টিপু,","tɪpu,",1
30140,টিপাইমুখ,tɪpɐɪ̯mukʰ,1
30141,"টিপ,","tɪp,",1
30142,টিনেরচালা,tɪneɾcɐlɐ,1
30143,টিনের,tɪneɾ,1
30144,টিনসেট,tɪnʃet,1
30145,টিনএজার,tɪneɟɐɾ,1
30146,"টিটো,","tɪto,",1
30147,টিটুসহ,tɪtuʃɔho,1
30148,টিটিপির,tɪtɪpɪɾ,1
30149,টিটি,tɪtɪ,1
30150,টিটন।,tɪtɔn।,1
30151,টিটকেরি,tɪtkeɾɪ,1
30152,টিচিং,tɪcɪŋ,1
30153,টিচার্স,tɪcɐɾs,1
30154,টিচার।,tɪcɐɾ।,1
30155,টিচার,tɪcɐɾ,1
30156,টিক্কাপাড়া,tɪkkɐpɐɽɐ,1
30157,টিকিটের,tɪkɪteɾ,1
30158,টিকিটেই,tɪkɪteɪ̯,1
30159,টিকিটসহ,tɪkɪtʃɔho,1
30160,টিকিটই,tɪkɪtɪ,1
30161,টিকিকাটা,tɪkɪkɐtɐ,1
30162,টিকার,tɪkɐɾ,1
30163,টিকাদান,tɪkɐd̪ɐn,1
30164,টিকা।,tɪkɐ।,1
30165,টিকা,tɪkɐ,1
30166,টিকরপাড়া,tɪkɾpɐɽɐ,1
30167,টিএসপি,tɪe̯spɪ,1
30168,টিএসএইচ-এর,tɪʃseɪ̯c-eɾ,1
30169,টিএস,tɪe̯s,1
30170,টিএমএসএস,tɪe̯meʃɔe̯s,1
30171,টিউলিপকে,tɪ͡u̯lɪpɔke,1
30172,টিউলিপ,tɪu̯lɪp,1
30173,"টিউবওয়েল,","tɪu̯boʷel,",1
30174,টিউবওয়েল,tɪu̯boʷel,1
30175,টিউটোরিয়ালে।,tɪu̯toɾɪʲɐle।,1
30176,টিউটোরিয়ালে,tɪu̯toɾɪʲɐle,1
30177,টিউটোরিয়াল,tɪu̯toɾɪʲɐl,1
30178,টিউটরের,tɪu̯tɔɾeɾ,1
30179,টিউজডের,tɪu̯ɟɔdeɾ,1
30180,টিআরের,tɪɐ̯ɾeɾ,1
30181,টিআরপির,tɪɐ̯ɾɔpɪɾ,1
30182,"টিআর,","tɪɐ̯ɾ,",1
30183,টিআর,tɪɐ̯ɾ,1
30184,টিআইবির,tɪɐ̯ɪ̯bɪɾ,1
30185,টিআইবি,tɪɐ̯ɪ̯bɪ,1
30186,টিআইএন,tɪɐ̯ɪ̯en,1
30187,টিঅ্যান্ডটি,tɪɟd̪ʱɐndotɪ,1
30188,টি-স্টল,tɪ-stɔl,1
30189,টি-শার্ট।,tɪ-ʃɐɾt।,1
30190,টি-শার্ট,tɪ-ʃɐɾt,1
30191,টাহার,tɐhɐɾ,1
30192,টাস্কফোর্সও,tɐskopʰoɾso,1
30193,টালি-পাড়ায়।,tɐlɪ-pɐɽɐe̯।,1
30194,টার্মিনালটির,tɐɾmɪnɐltɪɾ,1
30195,টার্মিনালটি,tɐɾmɪnɐltɪ,1
30196,টার্ফে।,tɐɾpʰe।,1
30197,টার্নবুলকে,tɐɾnobulke,1
30198,টার্নবুল।,tɐɾnobul।,1
30199,টার্গেটেড,tɐɾgeted,1
30200,টারজোক,tɐɾɟok,1
30201,টানেল,tɐnel,1
30202,টানেনি।,tɐnenɪ।,1
30203,টানেন।,tɐnen।,1
30204,টানাহেচড়ার,tɐnɐhecɔɽɐɾ,1
30205,টানাহেঁচড়া,tɐnɐhẽcɽɐ,1
30206,টানাপোড়েনে,tɐnɐpoɽene,1
30207,টানাপোড়েন।,tɐnɐpoɽen।,1
30208,টানাপোড়েন,tɐnɐpoɽen,1
30209,টানানো,tɐnɐno,1
30210,টানাতে,tɐnɐt̪e,1
30211,টানাটানি,tɐnɐtɐnɪ,1
30212,টানা-হেঁচড়া,tɐnɐ-hẽcɽɐ,1
30213,টানলেও,tɐnleo̯,1
30214,টাচের,tɐceɾ,1
30215,টাচ,tɐc,1
30216,টাঙ্গালের,tɐŋgɐleɾ,1
30217,টাঙ্গাইলে,tɐŋgɐɪ̯le,1
30218,টাঙ্গাইলবাসীকে,tɐŋgɐɪ̯lbɐʃɪke,1
30219,টাঙ্গাইল-আরিচা,tɐŋgɐɪ̯l-ɐɾɪcɐ,1
30220,"টাঙ্গাইল,","tɐŋgɐɪ̯l,",1
30221,টাঙিয়ে,tɐŋɪʲe,1
30222,টাঙাতে,tɐŋɐt̪e,1
30223,টাক্টরের,tɐktɔɾeɾ,1
30224,টাকাহারা,tɐkɐhɐɾɐ,1
30225,টাকারও,tɐkɐɾo,1
30226,"টাকাপয়সা,","tɐkɐpɔʲʃɐ,",1
30227,টাকাদিতে,tɐkɐd̪ɪt̪e,1
30228,টাকাকে,tɐkɐke,1
30229,টাকাই,tɐkɐɪ̯,1
30230,"টাকা,","tɐkɐ,",1
30231,টাক,tɐk,1
30232,টাওয়ারে,tɐ͡o̯ʷɐɾe,1
30233,"টাওয়ার,","tɐo̯ʷɐɾ,",1
30234,টাওয়ার,t̪ɐke,1
30235,টাউনহল,tɐu̯nhɔl,1
30236,টাউন,tɐu̯n,1
30237,টাইমে।,tɐɪ̯me।,1
30238,টাইমে,tɐɪ̯me,1
30239,টাইমিং।,tɐɪ̯mɪŋ।,1
30240,টাইমিং,tɐɪ̯mɪŋ,1
30241,টাইমসে,tɐɪ̯mʃe,1
30242,টাইমস।,tɐɪ̯mɔʃ।,1
30243,টাইমলাইন,tɐɪ̯mɔlɐɪ̯n,1
30244,টাইম,tɐɪ̯m,1
30245,টাইব্রেকিং,tɐɪ̯bɾekɪŋ,1
30246,টাইব্রেকারেই,tɐ͡ɪ̯bɾekɐɾe͡ɪ̯,1
30247,টাইফয়েডে,tɐɪ̯pʰɔʲede,1
30248,টাইফুনের,tɐɪ̯pʰuneɾ,1
30249,টাইফুন,ʃokt̪ɪʃɐlɪ,1
30250,টাইপোগ্রাফির,tɐɪ̯pogɾɐpʰɪɾ,1
30251,টাইপ,tɐɪ̯p,1
30252,টাইটেলের,tɐɪ̯teleɾ,1
30253,টাইটেল,tɐɪ̯tel,1
30254,টাইটাস,tɐɪ̯tɐʃ,1
30255,টাইটানিকের,tɐ͡ɪ̯tɐnɪkeɾ,1
30256,টাইটানসের,tɐɪ̯tɐnʃeɾ,1
30257,টাইটানস।,tɐɪ̯tɐnʃ।,1
30258,টাইট,tɐɪ̯t,1
30259,টাইগার্স,tɐɪ̯gɐɾs,1
30260,টাইগাররা,tɐɪ̯gɐɾɾɐ,1
30261,"টাইগার,","tɐɪ̯gɐɾ,",1
30262,টাইগার,e,1
30263,টহলের,tɔholeɾ,1
30264,টহলে,tɔhole,1
30265,টহল,pulɪʃɪ,1
30266,টসের,tɔʃeɾ,1
30267,টলারেন্সে,tɔlɐɾense,1
30268,টলারেন্স,tɔlɐɾens,1
30269,টর্নেডো,tɔɾnedo,1
30270,টর্চার,tɔɾcɐɾ,1
30271,টরকী,tɔɾkɪ,1
30272,টমেটো,tɔmeto,1
30273,টমটমের,tɔmtomeɾ,1
30274,টমটমসহ,tɔmtmɔʃɔho,1
30275,টমটম,tɔmtɔm,1
30276,টপোলজি।,tɔpoloɟɪ।,1
30277,টপ,tɔp,1
30278,টনু,tɔnu,1
30279,টনসিলের,tɔnosɪleɾ,1
30280,টনসিলে,tɔnosɪle,1
30281,টনসিলসহ,tɔnosɪloʃɔho,1
30282,টনটন,tɔntɔn,1
30283,টটেনহ্যামকে।,tɔtenhɟʱoɐ̯mke।,1
30284,টঙ্গীবাড়ী,toŋgɪbɐɽɪ,1
30285,টঙ্গীবাসী,toŋgɪbɐʃɪ,1
30286,টগরী,tɔgoɾɪ,1
30287,টকিং,tokɪŋ,1
30288,টকটকে,tɔktke,1
30289,টং,tɔŋ,1
30290,ঝড়গার,ɟʱɔɽgɐɾ,1
30291,ঝড়গনগোয়ালিতেও,ɟʱɔɽgɔngoʷɐlɪt̪eo̯,1
30292,ঝড়।,ɟʱɔɽ।,1
30293,ঝড়-বৃষ্টিতে,ɟʱɔɽ-bɾɪʃtɪt̪e,1
30294,ঝড়,pɾɐkɾɪt̪ɪk,1
30295,ঝোলা,ɟʱolɐ,1
30296,ঝোরা।,ɟʱoɾɐ।,1
30297,ঝোপের,ɟʱopeɾ,1
30298,ঝোঁক,ɟʱeɐ̯̃k,1
30299,ঝেংকাই,ɟʱeŋkɐɪ̯,1
30300,ঝুড়ি,ɟʱuɽɪ,1
30301,ঝুলিতে।,ɟʱulɪt̪e।,1
30302,ঝুলিতে,ɟʱulɪt̪e,1
30303,ঝুলিই,ɟʱulɪɪ̯,1
30304,ঝুলানো,ɟʱulɐno,1
30305,ঝুলাতে,ɟʱulɐt̪e,1
30306,ঝুলছে।,ɟʱulcʰe।,1
30307,ঝুম্মন,ɟʱummon,1
30308,ঝুমা,ɟʱumɐ,1
30309,ঝুপড়ি,ɟʱupɽɪ,1
30310,ঝুনুর,ɟʱunuɾ,1
30311,ঝুটের,ɟʱuteɾ,1
30312,ঝুঁমাও,ɟʱũmɐ͡o̯,1
30313,ঝুঁটি,ɟʱũtɪ,1
30314,ঝুঁকেছে,ɟʱũkecʰe,1
30315,ঝুঁকেছন,ɟʱũkecʰon,1
30316,ঝুঁকে,ɟʱũke,1
30317,ঝুঁকিপূর্ণ।,ɟʱũkɪpuɾno।,1
30318,ঝুঁকিতে।,ɟʱũkɪt̪e।,1
30319,ঝুঁকিটা,ɟʱũkɪtɐ,1
30320,ঝুঁকছেন।,ɟʱũkcʰen।,1
30321,ঝুঁকছে,ɟʱũkcʰe,1
30322,ঝিয়ের,ɟʱɪʲeɾ,1
30323,ঝিলে,ɟʱɪle,1
30324,ঝিরি-ছড়া,ɟʱɪɾɪ-cʰɔɽɐ,1
30325,ঝিরঝিরে,ɟʱɪɾɟʱɪɾe,1
30326,ঝিনুক,ɟʱɪnuk,1
30327,ঝিনাইদহে,ɟʱɪnɐɪ̯d̪he,1
30328,ঝিনাইগাতীর,ɟʱɪnɐɪ̯gɐt̪ɪɾ,1
30329,ঝিনাইগাতী,ɟʱɪnɐɪ̯gɐt̪ɪ,1
30330,ঝিনা,ɟʱɪnɐ,1
30331,ঝিকরগাছায়,ɟʱɪkɾgɐcʰɐe̯,1
30332,ঝাড়ফুঁক,ɟʱɐɽpʰũk,1
30333,ঝাড়,ɟʱɐɽ,1
30334,ঝালকাঠিতে,ɟʱɐlkɐtʰɪt̪e,1
30335,"ঝালকাঠি,","ɟʱɐlkɐtʰɪ,",1
30336,ঝামেলার,ɟʱɐmelɐɾ,1
30337,ঝাপটা,ɟʱɐptɐ,1
30338,ঝাড়া,ɟʱɐɽɐ,1
30339,ঝাঝিরা,ɟʱɐɟʱɪɾɐ,1
30340,ঝাউ,ɟʱɐu̯,1
30341,ঝাঁঝালো,ɟʱɐ̃ɟʱɐlo,1
30342,ঝলসে,ʃune,1
30343,ঝর্ণার,ɟʱɔɾnɐɾ,1
30344,ঝর্ণা,ɟʱɔɾnɐ,1
30345,ঝরেছে,ɟʱɔɾecʰe,1
30346,ঝরেও,ɟʱɔɾeo̯,1
30347,ঝরিয়ে,ɟʱɔɾɪʲe,1
30348,ঝরিনা,ɟʱɔɾɪnɐ,1
30349,ঝরানো,ɟʱɔɾɐno,1
30350,ঝরাতে,ɟʱɔɾɐt̪e,1
30351,ঝরল,ɟʱɔɾl,1
30352,ঝরনার,ɟʱɔɾnɐɾ,1
30353,ঝরছিল।,ɟʱɔɾcʰɪlo।,1
30354,ঝন্টুর,ɟʱɔntuɾ,1
