,Inflected_Word,Valid,Lemma_Correct,Lemma_Predict
5366,স্ববিরোধের,Y,স্ববিরোধ,স্ববিরোধ
5367,স্বব্যবস্থাপনা,Y,স্বব্যবস্থাপন,স্বব্যবস্থাপন
5368,স্বভাববিরোধী,Y,স্বভাব,স্বভাব
5369,স্বভূমিতে,Y,স্বভূমি,স্বভূমি
5370,স্বরবিজ্ঞানী,Y,স্বরবিজ্ঞান,স্বরবিজ্ঞান
5371,স্বরবিতানে,Y,স্বরবিতান,স্বরবিতান
5372,স্বর্ণখনিতে,Y,চ্বর্ণখনি,চ্বর্ণখনি
5373,স্বল্পনিবিড়,Y,চ্বল্পনিবিড়,চ্বল্পনিবিড়
5374,স্বাক্ষাৎের,Y,স্বাক্ষাৎ,স্বাক্ষাৎ
5375,স্বাধীনতাগুলির,Y,স্বাধীনতা,স্বাধীনতা
5376,স্বাভাবিককের,Y,স্বাভাবিক,স্বাভাবিক
5377,স্বামীকেও,Y,স্বামী,স্বামী
5378,স্বামীস্ত্রীদের,Y,স্বামীস্ত্রী,স্বামীস্ত্রী
5379,স্বার্থগুলোকে,Y,স্বার্থ,স্বার্থ
5380,স্বার্থধারীর,Y,স্বার্থধারী,স্বার্থধারী
5381,স্বার্থেরও,Y,স্বার্থ,স্বার্থ
5382,স্বাস্থ্যাধিকারকে,Y,স্বাস্থ্যাধি,স্বাস্থ্যাধি
5383,স্বায়ত্তশাসনও,Y,স্বায়ত্তশাসন,স্বায়ত্তশাসন
5384,স্বায়ত্তশাসনাধিকার,Y,স্বায়ত্তশাসনা,স্বায়ত্তশাসনা
5385,স্বীকারকৃত,Y,স্বীকার,স্বীকার
5386,স্বেচ্ছাচারীদের,Y,স্বেচ্ছাচারী,স্বেচ্ছাচারী
5387,স্বেচ্ছাসবকের,Y,স্বেচ্ছাসবক,স্বেচ্ছাসবক
5388,স্বয়ংক্রিয়ভাবেই,Y,স্বয়ংক্রিয়,স্বয়ংক্রিয়
5389,স্বয়ম্ভুনাথের,Y,স্বয়ম্ভুন,স্বয়ম্ভুন
5390,স্মৃতিকোনা,Y,স্মৃতি,স্মৃতি
5391,স্মৃতিসংক্রান্ত,Y,স্মৃতিসংক্রান্তি,স্মৃতিসংক্রান্তি
5392,স্মৃতিসৌধটা,Y,স্মৃতিসৌধ,স্মৃতিসৌধ
5393,স্মোকএনলেস,Y,স্মোকএনল,স্মোকএনল
5394,স্যন্টির,Y,স্যন্টি,স্যন্টি
5395,স্যর,Y,স্য,স্য
5396,স্যাকাজাউইয়ার,Y,স্যাকাজাউই,স্যাকাজাউই
5397,স্যাকারোমাইকোটিনা,Y,স্যাকারোমাইকোটিন,স্যাকারোমাইকোটিন
5398,স্যাক্রামেন্টোয়,Y,স্যাক্রামেন্টো,স্যাক্রামেন্টো
5399,স্যাঙ্গেনস,Y,স্যাঙ্গেন,স্যাঙ্গেন
5400,স্যাটায়ারের,Y,স্যাটায়ার,স্যাটায়ার
5401,স্যান্ডউইচে,Y,স্যান্ডউইচ,স্যান্ডউইচ
5402,স্যাম্পলের,Y,স্যাম্পল,স্যাম্পল
5403,স্যালভাখে,Y,স্যাল,স্যাল
5404,স্যালুনে,Y,স্যালুন,স্যালুন
5405,স্যুটগুলো,Y,স্যুট,স্যুট
5406,স্যুপে,Y,স্যুপ,স্যুপ
5407,স্রোতমার্গে,Y,স্রোতমার্গ,স্রোতমার্গ
5408,স্লাইডগুলিতে,Y,স্লাইড,স্লাইড
5409,স্লাটকোর,Y,স্লাটকো,স্লাটকো
5410,স্লাবগুলার,Y,স্লাব,স্লাব
5411,স্লিসার,Y,স্লিসা,স্লিসা
5412,স্লোগানটিতে,Y,স্লোগান,স্লোগান
5413,হইতেছি,Y,হওয়া,হওয়া
5414,হইয়াছিলে,Y,হওয়া,হওয়া
5415,হওয়অ,Y,হওয়া,হওয়া
5416,হচ্ছো,Y,হওয়া,হওয়া
5417,হজিয়েভকেই,Y,হজিয়েভ,হজিয়েভ
5418,হঠাইয়া,Y,হঠাই,হঠাই
5419,হতাশাও,Y,হতাশা,হতাশা
5420,হননে,Y,হওয়া,হওয়া
5421,হপকিনটন,Y,হপকিন,হপকিন
5422,হবেতো,Y,হওয়া,হওয়া
5423,হরমুজে,Y,হরমুজ,হরমুজ
5424,হরিনাতে,Y,হরিনা,হরিনা
5425,হর্মাগিদোনের,Y,হর্মাগিদোন,হর্মাগিদোন
5426,হর্ষোচ্ছ্বাস,Y,হর্ষ,হর্ষ
5427,হর্হে,Y,হর্হ,হর্হ
5428,হলকর্ষক,Y,হলকর্ষা,হলকর্ষা
5429,হলিকে,Y,হলি,হলি
5430,হলেশাস্তিপেতে,Y,হলেশাস্তি,হলেশাস্তি
5431,হস্তক্ষেপের,Y,হস্তক্ষেপ,হস্তক্ষেপ
5432,হহেনলহে,Y,হহেনলহ,হহেনলহ
5433,হাঁচতে,Y,হাঁচা,হাঁচা
5434,হাঁতির,Y,হাঁতি,হাঁতি
5435,হাঁপানিতে,Y,হাঁপা,হাঁপা
5436,হাঁসগুলি,Y,হাঁস,হাঁস
5437,হাইজাদি,Y,হাইজাদ,হাইজাদ
5438,হাইডকে,Y,হাইড,হাইড
5439,হাইড্রোঅক্সিথাইল,Y,হাইড্রোঅক্স,হাইড্রোঅক্স
5440,হাইতি,Y,হাই,হাই
5441,হাইতিকে,Y,হাই,হাই
5442,হাইপারটেনশনের,Y,হাইপারটেনশন,হাইপারটেনশন
5443,হাইপারবোলয়েড,Y,হাইপারবোলয়,হাইপারবোলয়
5444,হাইয়ান,Y,হাই,হাই
5445,হাউজকীপার,Y,হাউজ,হাউজ
5446,হাউজের,Y,হাউজ,হাউজ
5447,হাউসটার,Y,হাউস,হাউস
5448,হাউস্লোনার,Y,হাউস্লোনা,হাউস্লোনা
5449,হাওয়ায়গুলো,Y,হাওয়া,হাওয়া
5450,হাকামিকে,Y,হকি,হকি
5451,হাকোনের,Y,হাকোন,হাকোন
5452,হাক্কানিয়াতে,Y,হাক্কানিয়া,হাক্কানিয়া
5453,হাঙরটি,Y,হাঙর,হাঙর
5454,হাঙ্গরের,Y,হাঙ্গর,হাঙ্গর
5455,হাজতবাসীর,Y,হাজতবাসী,হাজতবাসী
5456,হাজারগুন,Y,হাজার,হাজার
5457,হাজাার,Y,হাজা,হাজা
5458,হাজিকে,Y,হাজি,হাজি
5459,হাডজেন্সের,Y,হাডজেন্স,হাডজেন্স
5460,হাতিটিকে,Y,হাতি,হাতি
5461,হাতিয়ারগুলোর,Y,হাতিয়ার,হাতিয়ার
5462,হাতুনআলফাসি,Y,হাতুনতলফাসি,হাতুনতলফাসি
5463,হাদিসদের,Y,হাদিস,হাদিস
5464,হাদীছশাস্ত্রের,Y,হাদীছশা,হাদীছশা
5465,হান্গেরীতে,Y,হান্গেরী,হান্গেরী
5466,হামখুনেহ,Y,হামখুন,হামখুন
5467,হামবোলাডট,Y,হামবোলাড,হামবোলাড
5468,হামলাটির,Y,হামলা,হামলা
5469,হামাই,Y,হামা,হামা
5470,হামাসরা,Y,হামাস,হামাস
5471,হামিংবার্ডের,Y,হামিংবার্ড,হামিংবার্ড
5472,হামিদোর,Y,হামিদো,হামিদো
5473,হামুনিয়ারির,Y,হামুনিয়ারি,হামুনিয়ারি
5474,হামুরার,Y,হামুরা,হামুরা
5475,হারক,Y,হারা,হারা
5476,হারগেইসা,Y,হারগে,হারগে
5477,হারমন্দির,Y,হারমন্দি,হারমন্দি
5478,হারশেলকে,Y,হারশেল,হারশেল
5479,হারাইলে,Y,হারানো,হারানো
5480,হারাব,Y,হারানো,হারানো
5481,হারারিকে,Y,হারারি,হারারি
5482,হারালেনঃ,Y,হারানো,হারানো
5483,হারি,Y,হার,হার
5484,হারিকেন,Y,হারিক,হারিক
5485,হারিকেনই,Y,হারিক,হারিক
5486,হারিচে,Y,হারা,হারা
5487,হার্টকে,Y,হার্ট,হার্ট
5488,হার্টগকে,Y,হার্টগ,হার্টগ
5489,হার্বারের,Y,হার্বার,হার্বার
5490,হার্বার্টের,Y,হার্বার্ট,হার্বার্ট
5491,হাল্ককে,Y,হাল্ক,হাল্ক
5492,হাল্কের,Y,হাল্ক,হাল্ক
5493,হাসিটাই,Y,হাসি,হাসি
5494,হাসেমিতে,Y,হাসা,হাসা
5495,হা্ইড্রোক্সাইডকে,Y,হা্ইড্রোক্সাইড,হা্ইড্রোক্সাইড
5496,হা্মের,Y,হা্ম,হা্ম
5497,হাড়গুলিকে,Y,হাড়,হাড়
