,Inflected_sentences
10408,জানেন কি কেন এমন হচ্ছে
10409,হাওড়ার সাহাপাড়ার জরি কর্মী আব্দুল শাহ ও সবেদা বেগমের সেজ মেয়ে রুখসার ছবিতে সম্প্রতি স্বাস্থ্য মন্ত্রকের অনুষ্ঠানে দিল্লি থেকে ঘুরে এসেছে
10410,অবশেষে আত্মসংবরণ করিতে না পারিয়া যখন দাসীকে গোপনে ডাকিয়া পরেশ নানাপ্রকার সন্দিগ্ধ জিজ্ঞাসাবাদ আরম্ভ করিলেন তখন সে সকল কথা গৌরীর কর্ণগোচর হইতে লাগিল
10411,সত্যের অনুরোধে বলিতে হইবে জয়কালী অধিক কথা কহিতেন না কিন্তু অনেক সময় দুটি কথায় এমন-কি নীরবে অতি বড়ো প্রবল মুখবেগও বন্ধ করিয়া দিতে পারিতেন
10412,এ দিকে সুভদ্রাহরণ গীতিনাট্য রিহার্শালশেষে প্রস্তুত
10413,সম্ভবত আয়তন নয় অন্য নানা কারণ আছে এই সাফল্য অসাফল্যের
10414,বুড়োটা হাত জোড় করে বলছে দেখতে পাই নি বুঝতে পারি নি কসুর মাফ করো
10415,অন্ধ্রপ্রদেশ গঠনের সিদ্ধান্ত থেকে জন্ম নিয়েছিল প্রথম এস আর সি
10416,তিনি কঠিন ভাবে বলিতেন পুলিন আগে উপার্জন করিতে আরম্ভ করুক তার পরে বধূ ঘরে আনিবে
10417,মৃত্যুর আগে নয়
10418,অথচ উৎপীড়িতকে ফেলিয়া কোনোমতেই দূরে যাইতে পারিলেন না
10419,ঘণ্টা বাজলো সবাই প্রস্তুত হয়ে বসল
10420,এই সৌরমণ্ডলের গ্রহগুলো গড়ে ওঠার আগে চাকতির মতো গ্যাস ও পাথরের যে প্রোটো প্ল্যানেটারি ডিস্ক তৈরি হয়েছিল গ্রহগুলোর জন্মের পর তার যে অংশটুকু পড়ে ছিল সেটাই গড়ে তুলেছিল ক্যুইপার বেল্ট
10421,তার মধ্যে কোটি কিলোগ্রাম চা বিদেশে রফতানি করা হয়
10422,অতএব যদি কিছু শুনিতে ইচ্ছা করিয়া আসিয়া থাক তো কিছু শুনাইব
10423,আজ শূন্য নীরব গৃহ হইতে নিজের ছাতা নিজে সন্ধান করিয়া লইয়া বাহির হইবার সময় তাহার সেই স্নেহময় মুখখানি স্মরণ করিয়া একটুখানি বিলম্ব হইতেছিল
10424,কোনো জবাব দিলুম না দেখে কলিকা দ্বিগুণ ঝেঁকে উঠে বললে বর্ণভেদ তুমি মুখে অগ্রাহ্য কর অথচ কাজে তার প্রতিকারের জন্য কিছুই কর না
10425,দেখে নিন সেগুলি কী কী
