,sentence_main,sentence_lemma
1529,বাবুদের পান্সির মাঝি সামান্য বিলম্বটুকু সহ্য করিতে না পারিয়া উদ্ধত হইয়া উঠিবার উপক্রম করিতেছে,বাবু পান্সি মাঝি সামান্য বিলম্ব সহ্য করা না পারা উদ্ধত হওয়া ওঠা উপক্রম করা
1530,আমি তাহাকে আমার রন্ধন অন্নের এক অংশ পাঠাইয়া দিলাম,আমি তিনি আমি রন্ধন অন্ন এক অংশ পাঠানো দেওয়া
1531,অন্য দিকে মহাত্মা গাঁধী রোড সংলগ্ন বেনিয়াটোলা লেন পেরিয়ে আমাদের পাড়াটা কেশবচন্দ্র সেন স্ট্রিটে গিয়ে মিশেছে,অন্য দিক মহাত্মা গাঁধী রোড সংলগ্ন বেনিয়াটোলা লেন পেরানো আমি পাড়া কেশবচন্দ্র সেন স্ট্রিট গিয়ে মেশা
1532,ইন্দোনেশিয়া পোলিয়ো মুক্ত ঘোষিত হওয়ার পরে সালে সেখানে রোগ ফিরে এসেছিল,ইন্দোনেশিয়া পোলিয়ো মুক্ত ঘোষণা হওয়া পর সাল সেখান রোগ ফিরে আসা
1533,এই ভুল ধারণা দূর করতে হবে,এই ভুল ধারণা দূর করা হওয়া
1534,এই পুজোয় উত্তম সুচিত্রা থেকে শুরু করে অমিতাভ বচ্চন কে আসেননি,এই পুজো উত্তম সুচিত্রা থেকে শুরু করা অমিতাভ বচ্চন কে আসা
1535,উত্তরটা শুনে অনেকেই অবাক হতে পারেন,উত্তর শোনা অনেক অবাক হতে পারা
1536,এদের অনেকের চেয়ে ও পরিষ্কার,এ অনেক চেয়ে ও পরিষ্কার
1537,জয়কালী তাড়াতাড়ি ছুটিয়া আসিয়া তাঁহার ভ্রাতুষ্পুত্রটির কীর্তি দেখিলেন সবলে বাহু ধরিয়া তাহাকে মাটি হইতে তুলিলেন,জয়কালী তাড়াতাড়ি ছোটা আসা তিনি ভ্রাতৄপুত্র কীর্তি দেখা সবল বাহু ধরা তিনি মাটি হওয়া তোলা
1538,পাঠক বলিতে পার কে ঐ দৃপ্ত যুবা পঁয়ত্রিশজন মাত্র অনুচর লইয়া মুক্ত অসি হস্তে অশ্বারোহণে ভারতের অধিষ্ঠাত্রী দেবীর করনিক্ষিপ্ত দীপ্ত বজ্রের ন্যায় শত্রুসৈন্যের উপরে আসিয়া পতিত হইল,পাঠক বলা পারা কে ঐ দৃপ্ত যুবক পঁয়ত্রিশজন মাত্র অনুচর নেওয়া মুক্ত অসি হস্ত অশ্বারোহণ ভারত অধিষ্ঠাত্রী দেবী করনিক্ষেপ দীপ্ত বজ্র ন্যায় শত্রুসৈন্য উপর আসা পতন হয়
1539,এক চিমটে হলুদ গুঁড়ো নুন শুকনো লঙ্কা গুঁড়ো মেশান,এক চিমটে হলুদ গুঁড়ো নুন শুকনো লঙ্কা গুঁড়ো মেশানো
1540,আঘাত তাহার যথেষ্ট লাগিয়াছিল কিন্তু সে আঘাতকে শাস্তি বলা যায় না কারণ তাহা অজ্ঞান জড়ের আঘাত,আঘাত তিনি যথেষ্ট লাগা কিন্তু তিনি আঘাত শাস্তি বলা যায় না কারণ তাহা জ্ঞান জড় আঘাত
